"","area_fips","year","qtr","size_code","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","avg_annual_pay","annual_avg_wkly_wage","area_title","state"
"8829","C2982",2020,"A",0,"All establishment sizes",56745,896555,49015961200,54671,1051,"Las Vegas-Henderson-North Las Vegas, NV","NV"
"8830","C2994",2020,"A",0,"All establishment sizes",3046,45503,2031428260,44644,859,"Lawrence, KS","KS"
"8831","C3002",2020,"A",0,"All establishment sizes",2552,41607,1763008493,42373,815,"Lawton, OK","OK"
"8832","C3014",2020,"A",0,"All establishment sizes",2851,48125,2307508613,47948,922,"Lebanon, PA","PA"
"8833","C3030",2020,"A",0,"All establishment sizes",1930,26833,1217643219,45379,873,"Lewiston, ID-WA","WA"
"8834","C3034",2020,"A",0,"All establishment sizes",3203,47428,2293094132,48349,930,"Lewiston-Auburn, ME","ME"
"8835","C3046",2020,"A",0,"All establishment sizes",16751,254979,13505955655,52969,1019,"Lexington-Fayette, KY","KY"
"8836","C3062",2020,"A",0,"All establishment sizes",2525,47761,2337103659,48933,941,"Lima, OH","OH"
"8837","C3070",2020,"A",0,"All establishment sizes",10337,170872,8540840617,49984,961,"Lincoln, NE","NE"
"8838","C3078",2020,"A",0,"All establishment sizes",21493,321746,16548771703,51434,989,"Little Rock-North Little Rock-Conway, AR","AR"
"8839","C3086",2020,"A",0,"All establishment sizes",4387,61954,2591364963,41827,804,"Logan, UT-ID","ID"
"8840","C3098",2020,"A",0,"All establishment sizes",5772,90135,4269624041,47369,911,"Longview, TX","TX"
"8841","C3102",2020,"A",0,"All establishment sizes",3349,38288,2140972280,55918,1075,"Longview, WA","WA"
"8842","C3102",2020,"A",0,"All establishment sizes",3349,38288,2140972280,55918,1075,"Longview-Kelso, WA","WA"
"8843","C3108",2020,"A",0,"All establishment sizes",645133,5612703,407311088051,72570,1396,"Los Angeles-Long Beach-Anaheim, CA","CA"
"8844","C3114",2020,"A",0,"All establishment sizes",38297,609923,34457926680,56496,1086,"Louisville-Jefferson County, KY-IN","IN"
"8845","C3118",2020,"A",0,"All establishment sizes",8427,140364,6686087980,47634,916,"Lubbock, TX","TX"
"8846","C3134",2020,"A",0,"All establishment sizes",7684,94434,4359278777,46162,888,"Lynchburg, VA","VA"
"8847","C3142",2020,"A",0,"All establishment sizes",5644,93807,4337672904,46240,889,"Macon, GA","GA"
"8848","C3142",2020,"A",0,"All establishment sizes",5644,93807,4337672904,46240,889,"Macon-Bibb County, GA","GA"
"8849","C3146",2020,"A",0,"All establishment sizes",4624,49679,2439974894,49115,945,"Madera, CA","CA"
"8850","C3154",2020,"A",0,"All establishment sizes",19633,374081,22819423166,61001,1173,"Madison, WI","WI"
"8851","C3170",2020,"A",0,"All establishment sizes",12374,192718,13533836223,70226,1351,"Manchester-Nashua, NH","NH"
"8852","C3174",2020,"A",0,"All establishment sizes",2327,36537,1580120448,43247,832,"Manhattan, KS","KS"
"8853","C3186",2020,"A",0,"All establishment sizes",2831,51802,2529058083,48822,939,"Mankato-North Mankato, MN","MN"
"8854","C3186",2020,"A",0,"All establishment sizes",2831,51802,2529058083,48822,939,"Mankato, MN","MN"
"8855","C3190",2020,"A",0,"All establishment sizes",2795,46601,2009853865,43129,829,"Mansfield, OH","OH"
"8856","C3258",2020,"A",0,"All establishment sizes",12998,257279,9600379874,37315,718,"McAllen-Edinburg-Mission, TX","TX"
"8857","C3278",2020,"A",0,"All establishment sizes",7901,86430,4159034134,48120,925,"Medford, OR","OR"
"8858","C3282",2020,"A",0,"All establishment sizes",28684,596460,34282360945,57476,1105,"Memphis, TN-MS-AR","AR"
"8859","C3290",2020,"A",0,"All establishment sizes",6968,77958,3699514626,47455,913,"Merced, CA","CA"
"8860","C3310",2020,"A",0,"All establishment sizes",242107,2423046,146721783019,60553,1164,"Miami-Fort Lauderdale-West Palm Beach, FL","FL"
"8861","C3314",2020,"A",0,"All establishment sizes",2298,38069,1682226571,44189,850,"Michigan City-La Porte, IN","IN"
"8862","C3322",2020,"A",0,"All establishment sizes",2676,33653,2245689620,66731,1283,"Midland, MI","MI"
"8863","C3326",2020,"A",0,"All establishment sizes",6446,95887,7407593676,77254,1486,"Midland, TX","TX"
"8864","C3334",2020,"A",0,"All establishment sizes",47210,778348,45752330591,58781,1130,"Milwaukee-Waukesha-West Allis, WI","WI"
"8865","C3334",2020,"A",0,"All establishment sizes",47210,778348,45752330591,58781,1130,"Milwaukee-Waukesha, WI","WI"
"8866","C3346",2020,"A",0,"All establishment sizes",99463,1800776,125079670147,69459,1336,"Minneapolis-St. Paul-Bloomington, MN-WI","WI"
"8867","C3354",2020,"A",0,"All establishment sizes",5557,58735,2788095165,47469,913,"Missoula, MT","MT"
"8868","C3366",2020,"A",0,"All establishment sizes",10449,164350,8507902921,51767,996,"Mobile, AL","AL"
"8869","C3370",2020,"A",0,"All establishment sizes",16457,184402,9897302500,53673,1032,"Modesto, CA","CA"
"8870","C3374",2020,"A",0,"All establishment sizes",5324,70759,3013437134,42588,819,"Monroe, LA","LA"
"8871","C3378",2020,"A",0,"All establishment sizes",2380,36119,1955166790,54131,1041,"Monroe, MI","MI"
"8872","C3386",2020,"A",0,"All establishment sizes",9007,156563,7661780150,48937,941,"Montgomery, AL","AL"
"8873","C3406",2020,"A",0,"All establishment sizes",3453,60492,3376195802,55812,1073,"Morgantown, WV","WV"
"8874","C3410",2020,"A",0,"All establishment sizes",2168,44388,1920366614,43264,832,"Morristown, TN","TN"
"8875","C3458",2020,"A",0,"All establishment sizes",4321,48874,2645701001,54133,1041,"Mount Vernon-Anacortes, WA","WA"
"8876","C3462",2020,"A",0,"All establishment sizes",2200,43158,1934483016,44823,862,"Muncie, IN","IN"
"8877","C3474",2020,"A",0,"All establishment sizes",2999,56192,2594739882,46176,888,"Muskegon, MI","MI"
"8878","C3474",2020,"A",0,"All establishment sizes",2999,56192,2594739882,46176,888,"Muskegon-Norton Shores, MI","MI"
"8879","C3482",2020,"A",0,"All establishment sizes",13301,154833,6042716750,39027,751,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","NC"
"8880","C3482",2020,"A",0,"All establishment sizes",13301,154833,6042716750,39027,751,"Myrtle Beach-Conway-North Myrtle Beach, SC","SC"
"8881","C3490",2020,"A",0,"All establishment sizes",5903,70474,4389936367,62291,1198,"Napa, CA","CA"
"8882","C3494",2020,"A",0,"All establishment sizes",15686,143989,7891550338,54807,1054,"Naples-Immokalee-Marco Island, FL","FL"
"8883","C3494",2020,"A",0,"All establishment sizes",15686,143989,7891550338,54807,1054,"Naples-Marco Island, FL","FL"
"8884","C3498",2020,"A",0,"All establishment sizes",56357,949132,58102547404,61217,1177,"Nashville-Davidson--Murfreesboro--Franklin, TN","TN"
"8885","C3510",2020,"A",0,"All establishment sizes",2901,43056,1995598473,46349,891,"New Bern, NC","NC"
"8886","C3530",2020,"A",0,"All establishment sizes",25530,346832,21922741705,63209,1216,"New Haven-Milford, CT","CT"
"8887","C3530",2020,"A",0,"All establishment sizes",25530,346832,21922741705,63209,1216,"New Haven, CT","CT"
"8888","C3538",2020,"A",0,"All establishment sizes",42181,498522,28626898414,57424,1104,"New Orleans-Metairie, LA","LA"
"8889","C3562",2020,"A",0,"All establishment sizes",650541,8577230,761260542488,88754,1707,"New York-Newark-Jersey City, NY-NJ-PA","PA"
"8890","C3562",2020,"A",0,"All establishment sizes",650541,8577230,761260542488,88754,1707,"New York-Newark-Jersey City, NY-NJ","NJ"
"8891","C3566",2020,"A",0,"All establishment sizes",3819,55877,3005093849,53781,1034,"Niles-Benton Harbor, MI","MI"
"8892","C3566",2020,"A",0,"All establishment sizes",3819,55877,3005093849,53781,1034,"Niles, MI","MI"
"8893","C3584",2020,"A",0,"All establishment sizes",29206,288533,14390130713,49873,959,"North Port-Sarasota-Bradenton, FL","FL"
"8894","C3584",2020,"A",0,"All establishment sizes",29206,288533,14390130713,49873,959,"North Port-Bradenton-Sarasota, FL","FL"
"8895","C3598",2020,"A",0,"All establishment sizes",7869,107630,6830027235,63458,1220,"Norwich-New London, CT","CT"
"8896","C3598",2020,"A",0,"All establishment sizes",7869,107630,6830027235,63458,1220,"Norwich-New London-Willimantic, CT","CT"
"8897","C3610",2020,"A",0,"All establishment sizes",8942,104997,4401987804,41925,806,"Ocala, FL","FL"
"8898","C3614",2020,"A",0,"All establishment sizes",3887,37159,1593236852,42876,825,"Ocean City, NJ","NJ"
"8899","C3622",2020,"A",0,"All establishment sizes",4263,69429,4222902480,60823,1170,"Odessa, TX","TX"
"8900","C3626",2020,"A",0,"All establishment sizes",17794,264503,12884753818,48713,937,"Ogden-Clearfield, UT","UT"
"8901","C3626",2020,"A",0,"All establishment sizes",17794,264503,12884753818,48713,937,"Ogden, UT","UT"
"8902","C3642",2020,"A",0,"All establishment sizes",41957,596374,31477013363,52781,1015,"Oklahoma City, OK","OK"
"8903","C3650",2020,"A",0,"All establishment sizes",9293,113082,6610099505,58454,1124,"Olympia-Tumwater, WA","WA"
"8904","C3650",2020,"A",0,"All establishment sizes",9293,113082,6610099505,58454,1124,"Olympia-Lacey-Tumwater, WA","WA"
"8905","C3654",2020,"A",0,"All establishment sizes",28114,461452,25876647061,56077,1078,"Omaha-Council Bluffs, NE-IA","IA"
"8906","C3654",2020,"A",0,"All establishment sizes",28114,461452,25876647061,56077,1078,"Omaha, NE-IA","IA"
"8907","C3674",2020,"A",0,"All establishment sizes",80410,1150656,61770185087,53683,1032,"Orlando-Kissimmee-Sanford, FL","FL"
"8908","C3678",2020,"A",0,"All establishment sizes",3916,89404,4963078804,55513,1068,"Oshkosh-Neenah, WI","WI"
"8909","C3698",2020,"A",0,"All establishment sizes",3365,49057,2383661794,48590,934,"Owensboro, KY","KY"
"8910","C3710",2020,"A",0,"All establishment sizes",28041,309248,19619198240,63442,1220,"Oxnard-Thousand Oaks-Ventura, CA","CA"
"8911","C3734",2020,"A",0,"All establishment sizes",16813,215500,11975827322,55572,1069,"Palm Bay-Melbourne-Titusville, FL","FL"
"8912","C3746",2020,"A",0,"All establishment sizes",6370,76122,3485463486,45788,881,"Panama City, FL","FL"
"8913","C3746",2020,"A",0,"All establishment sizes",6370,76122,3485463486,45788,881,"Panama City-Panama City Beach, FL","FL"
"8914","C3762",2020,"A",0,"All establishment sizes",2300,33279,1524552880,45811,881,"Parkersburg-Vienna, WV","WV"
"8915","C3786",2020,"A",0,"All establishment sizes",12499,173941,8219174335,47253,909,"Pensacola-Ferry Pass-Brent, FL","FL"
"8916","C3790",2020,"A",0,"All establishment sizes",7882,156021,9018735095,57805,1112,"Peoria, IL","IL"
"8917","C3798",2020,"A",0,"All establishment sizes",168231,2610885,182703234435,69978,1346,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","MD"
"8918","C3806",2020,"A",0,"All establishment sizes",113391,2068606,125834417398,60831,1170,"Phoenix-Mesa-Scottsdale, AZ","AZ"
"8919","C3806",2020,"A",0,"All establishment sizes",113391,2068606,125834417398,60831,1170,"Phoenix-Mesa-Chandler, AZ","AZ"
"8920","C3822",2020,"A",0,"All establishment sizes",2435,29966,1316351635,43928,845,"Pine Bluff, AR","AR"
"8921","C3830",2020,"A",0,"All establishment sizes",63683,1033079,64394837693,62333,1199,"Pittsburgh, PA","PA"
"8922","C3834",2020,"A",0,"All establishment sizes",5204,53904,2900156796,53802,1035,"Pittsfield, MA","MA"
"8923","C3854",2020,"A",0,"All establishment sizes",2462,33667,1363089069,40488,779,"Pocatello, ID","ID"
"8924","C3886",2020,"A",0,"All establishment sizes",23046,259569,14929758294,57517,1106,"Portland-South Portland, ME","ME"
"8925","C3890",2020,"A",0,"All establishment sizes",95744,1126683,76498944463,67898,1306,"Portland-Vancouver-Hillsboro, OR-WA","WA"
"8926","C3894",2020,"A",0,"All establishment sizes",13958,145463,6683707556,45948,884,"Port St. Lucie, FL","FL"
"8927","C3914",2020,"A",0,"All establishment sizes",5922,63197,2812012958,44496,856,"Prescott, AZ","AZ"
"8928","C3930",2020,"A",0,"All establishment sizes",52428,642912,37805514624,58804,1131,"Providence-Warwick, RI-MA","MA"
"8929","C3934",2020,"A",0,"All establishment sizes",19076,257274,13726113547,53352,1026,"Provo-Orem, UT","UT"
"8930","C3934",2020,"A",0,"All establishment sizes",19076,257274,13726113547,53352,1026,"Provo-Orem-Lehi, UT","UT"
"8931","C3938",2020,"A",0,"All establishment sizes",3645,60850,2934347386,48223,927,"Pueblo, CO","CO"
"8932","C3946",2020,"A",0,"All establishment sizes",5017,47355,2053127798,43356,834,"Punta Gorda, FL","FL"
"8933","C3954",2020,"A",0,"All establishment sizes",4665,70826,3744673769,52872,1017,"Racine, WI","WI"
"8934","C3954",2020,"A",0,"All establishment sizes",4665,70826,3744673769,52872,1017,"Racine-Mount Pleasant, WI","WI"
"8935","C3958",2020,"A",0,"All establishment sizes",44067,613745,38658445605,62988,1211,"Raleigh, NC","NC"
"8936","C3958",2020,"A",0,"All establishment sizes",44067,613745,38658445605,62988,1211,"Raleigh-Cary, NC","NC"
"8937","C3966",2020,"A",0,"All establishment sizes",6072,65071,3078144020,47304,910,"Rapid City, SD","SD"
"8938","C3974",2020,"A",0,"All establishment sizes",8844,161230,8944106739,55474,1067,"Reading, PA","PA"
"8939","C3982",2020,"A",0,"All establishment sizes",7541,64469,3222636213,49987,961,"Redding, CA","CA"
"8940","C3990",2020,"A",0,"All establishment sizes",15306,230367,13495562574,58583,1127,"Reno, NV","NV"
"8941","C4006",2020,"A",0,"All establishment sizes",40481,610765,36301986672,59437,1143,"Richmond, VA","VA"
"8942","C4014",2020,"A",0,"All establishment sizes",135931,1476410,76747564301,51983,1000,"Riverside-San Bernardino-Ontario, CA","CA"
"8943","C4022",2020,"A",0,"All establishment sizes",9423,143758,6982462069,48571,934,"Roanoke, VA","VA"
"8944","C4034",2020,"A",0,"All establishment sizes",5552,114568,7378616332,64404,1239,"Rochester, MN","MN"
"8945","C4038",2020,"A",0,"All establishment sizes",27012,466608,25980128856,55679,1071,"Rochester, NY","NY"
"8946","C4042",2020,"A",0,"All establishment sizes",6742,131714,6655479015,50530,972,"Rockford, IL","IL"
"8947","C4058",2020,"A",0,"All establishment sizes",3133,53509,2281359326,42635,820,"Rocky Mount, NC","NC"
"8948","C4066",2020,"A",0,"All establishment sizes",2115,37857,1717202763,45360,872,"Rome, GA","GA"
"8949","C4090",2020,"A",0,"All establishment sizes",90048,968082,64751810126,66887,1286,"Sacramento--Roseville--Arden-Arcade, CA","CA"
"8950","C4090",2020,"A",0,"All establishment sizes",90048,968082,64751810126,66887,1286,"Sacramento-Roseville-Folsom, CA","CA"
"8951","C4098",2020,"A",0,"All establishment sizes",4033,75443,3800389685,50375,969,"Saginaw, MI","MI"
"8952","C4106",2020,"A",0,"All establishment sizes",5405,98504,5093903415,51713,994,"St. Cloud, MN","MN"
"8953","C4110",2020,"A",0,"All establishment sizes",6701,70585,2881211238,40819,785,"St. George, UT","UT"
"8954","C4114",2020,"A",0,"All establishment sizes",3395,52749,2506691181,47522,914,"St. Joseph, MO-KS","KS"
"8955","C4118",2020,"A",0,"All establishment sizes",90962,1256104,74108944188,58999,1135,"St. Louis, MO-IL","IL"
"8956","C4142",2020,"A",0,"All establishment sizes",13815,172253,8831054596,51268,986,"Salem, OR","OR"
"8957","C4150",2020,"A",0,"All establishment sizes",14310,183716,9716868083,52891,1017,"Salinas, CA","CA"
"8958","C4154",2020,"A",0,"All establishment sizes",13068,149900,6866275781,45806,881,"Salisbury, MD-DE","DE"
"8959","C4154",2020,"A",0,"All establishment sizes",13068,149900,6866275781,45806,881,"Salisbury, MD","MD"
"8960","C4162",2020,"A",0,"All establishment sizes",52290,724284,44999257068,62129,1195,"Salt Lake City, UT","UT"
"8961","C4162",2020,"A",0,"All establishment sizes",52290,724284,44999257068,62129,1195,"Salt Lake City-Murray, UT","UT"
"8962","C4166",2020,"A",0,"All establishment sizes",3092,46795,2200644923,47028,904,"San Angelo, TX","TX"
"8963","C4170",2020,"A",0,"All establishment sizes",55477,983798,54055231132,54945,1057,"San Antonio-New Braunfels, TX","TX"
"8964","C4174",2020,"A",0,"All establishment sizes",117186,1369521,98468140361,71900,1383,"San Diego-Carlsbad, CA","CA"
"8965","C4174",2020,"A",0,"All establishment sizes",117186,1369521,98468140361,71900,1383,"San Diego-Chula Vista-Carlsbad, CA","CA"
"8966","C4186",2020,"A",0,"All establishment sizes",203344,2246613,265534726148,118193,2273,"San Francisco-Oakland-Hayward, CA","CA"
"8967","C4186",2020,"A",0,"All establishment sizes",203344,2246613,265534726148,118193,2273,"San Francisco-Oakland-Fremont, CA","CA"
"8968","C4194",2020,"A",0,"All establishment sizes",76920,1067474,171777554891,160920,3095,"San Jose-Sunnyvale-Santa Clara, CA","CA"
"8969","C4202",2020,"A",0,"All establishment sizes",10673,109371,6031003319,55143,1060,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","CA"
"8970","C4202",2020,"A",0,"All establishment sizes",10673,109371,6031003319,55143,1060,"San Luis Obispo-Paso Robles, CA","CA"
"8971","C4210",2020,"A",0,"All establishment sizes",9713,97240,5839725596,60055,1155,"Santa Cruz-Watsonville, CA","CA"
"8972","C4214",2020,"A",0,"All establishment sizes",6181,56218,2796485888,49744,957,"Santa Fe, NM","NM"
"8973","C4220",2020,"A",0,"All establishment sizes",15849,201236,11907173602,59170,1138,"Santa Maria-Santa Barbara, CA","CA"
"8974","C4222",2020,"A",0,"All establishment sizes",20185,192969,12272353924,63597,1223,"Santa Rosa, CA","CA"
"8975","C4222",2020,"A",0,"All establishment sizes",20185,192969,12272353924,63597,1223,"Santa Rosa-Petaluma, CA","CA"
"8976","C4234",2020,"A",0,"All establishment sizes",10376,171027,8458874002,49459,951,"Savannah, GA","GA"
"8977","C4254",2020,"A",0,"All establishment sizes",13695,234150,11296981096,48247,928,"Scranton--Wilkes-Barre--Hazleton, PA","PA"
"8978","C4254",2020,"A",0,"All establishment sizes",13695,234150,11296981096,48247,928,"Scranton--Wilkes-Barre, PA","PA"
"8979","C4266",2020,"A",0,"All establishment sizes",144644,1927196,178396528896,92568,1780,"Seattle-Tacoma-Bellevue, WA","WA"
"8980","C4268",2020,"A",0,"All establishment sizes",5297,50928,2400258861,47130,906,"Sebastian-Vero Beach, FL","FL"
"8981","C4268",2020,"A",0,"All establishment sizes",5297,50928,2400258861,47130,906,"Sebastian-Vero Beach-West Vero Corridor, FL","FL"
"8982","C4270",2020,"A",0,"All establishment sizes",2401,26061,989068127,37952,730,"Sebring, FL","FL"
"8983","C4310",2020,"A",0,"All establishment sizes",2824,57995,3112190684,53663,1032,"Sheboygan, WI","WI"
"8984","C4330",2020,"A",0,"All establishment sizes",3121,46776,2215935991,47374,911,"Sherman-Denison, TX","TX"
"8985","C4334",2020,"A",0,"All establishment sizes",12013,162183,7683060610,47373,911,"Shreveport-Bossier City, LA","LA"
"8986","C4342",2020,"A",0,"All establishment sizes",2293,34833,1835658795,52699,1013,"Sierra Vista-Douglas, AZ","AZ"
"8987","C4358",2020,"A",0,"All establishment sizes",5468,83672,4167662239,49809,958,"Sioux City, IA-NE-SD","SD"
"8988","C4362",2020,"A",0,"All establishment sizes",10599,152249,8383715894,55066,1059,"Sioux Falls, SD","SD"
"8989","C4362",2020,"A",0,"All establishment sizes",10599,152249,8383715894,55066,1059,"Sioux Falls, SD-MN","MN"
"8990","C4378",2020,"A",0,"All establishment sizes",6735,123370,6102796321,49467,951,"South Bend-Mishawaka, IN-MI","MI"
"8991","C4390",2020,"A",0,"All establishment sizes",7353,151914,7476933691,49218,947,"Spartanburg, SC","SC"
"8992","C4406",2020,"A",0,"All establishment sizes",19874,231849,12324520206,53158,1022,"Spokane-Spokane Valley, WA","WA"
"8993","C4410",2020,"A",0,"All establishment sizes",5002,123758,7281972818,58840,1132,"Springfield, IL","IL"
"8994","C4414",2020,"A",0,"All establishment sizes",23686,252610,13930452237,55146,1061,"Springfield, MA","MA"
"8995","C4418",2020,"A",0,"All establishment sizes",13694,199703,9090922559,45522,875,"Springfield, MO","MO"
"8996","C4422",2020,"A",0,"All establishment sizes",2511,44466,1993427338,44831,862,"Springfield, OH","OH"
"8997","C4430",2020,"A",0,"All establishment sizes",3644,63913,3589666886,56165,1080,"State College, PA","PA"
"8998","C4442",2020,"A",0,"All establishment sizes",3536,46913,2122054503,45234,870,"Staunton-Waynesboro, VA","VA"
"8999","C4442",2020,"A",0,"All establishment sizes",3536,46913,2122054503,45234,870,"Staunton-Stuarts Draft, VA","VA"
"9000","C4470",2020,"A",0,"All establishment sizes",18864,252633,13494246880,53415,1027,"Stockton-Lodi, CA","CA"
"9001","C4494",2020,"A",0,"All establishment sizes",2130,35639,1505336527,42238,812,"Sumter, SC","SC"
"9002","C4506",2020,"A",0,"All establishment sizes",16590,277358,15616182103,56303,1083,"Syracuse, NY","NY"
"9003","C4522",2020,"A",0,"All establishment sizes",10930,170005,8217275867,48336,930,"Tallahassee, FL","FL"
"9004","C4530",2020,"A",0,"All establishment sizes",98859,1267601,71759026832,56610,1089,"Tampa-St. Petersburg-Clearwater, FL","FL"
"9005","C4546",2020,"A",0,"All establishment sizes",3583,61901,2746722461,44373,853,"Terre Haute, IN","IN"
"9006","C4550",2020,"A",0,"All establishment sizes",3565,55584,2461766011,44289,852,"Texarkana, TX-AR","AR"
"9007","C4554",2020,"A",0,"All establishment sizes",2121,31466,1441438558,45810,881,"The Villages, FL","FL"
"9008","C4578",2020,"A",0,"All establishment sizes",14385,273484,14177571655,51841,997,"Toledo, OH","OH"
"9009","C4582",2020,"A",0,"All establishment sizes",6160,104230,5034327384,48300,929,"Topeka, KS","KS"
"9010","C4594",2020,"A",0,"All establishment sizes",11418,246676,19877125479,80580,1550,"Trenton, NJ","NJ"
"9011","C4594",2020,"A",0,"All establishment sizes",11418,246676,19877125479,80580,1550,"Trenton-Princeton, NJ","NJ"
"9012","C4606",2020,"A",0,"All establishment sizes",19177,361323,19207831675,53160,1022,"Tucson, AZ","AZ"
"9013","C4614",2020,"A",0,"All establishment sizes",28758,416314,21933786120,52686,1013,"Tulsa, OK","OK"
"9014","C4622",2020,"A",0,"All establishment sizes",5308,96176,4747063044,49358,949,"Tuscaloosa, AL","AL"
"9015","C4634",2020,"A",0,"All establishment sizes",6503,101873,5028924628,49365,949,"Tyler, TX","TX"
"9016","C4652",2020,"A",0,"All establishment sizes",27602,406489,24693614403,60749,1168,"Urban Honolulu, HI","HI"
"9017","C4654",2020,"A",0,"All establishment sizes",6521,112330,5398245376,48057,924,"Utica-Rome, NY","NY"
"9018","C4666",2020,"A",0,"All establishment sizes",3401,53134,2114631683,39798,765,"Valdosta, GA","GA"
"9019","C4670",2020,"A",0,"All establishment sizes",11865,132279,8818672349,66667,1282,"Vallejo-Fairfield, CA","CA"
"9020","C4670",2020,"A",0,"All establishment sizes",11865,132279,8818672349,66667,1282,"Vallejo, CA","CA"
"9021","C4702",2020,"A",0,"All establishment sizes",2642,36984,1756016289,47481,913,"Victoria, TX","TX"
"9022","C4722",2020,"A",0,"All establishment sizes",3291,55759,2845720118,51036,981,"Vineland-Bridgeton, NJ","NJ"
"9023","C4722",2020,"A",0,"All establishment sizes",3291,55759,2845720118,51036,981,"Vineland, NJ","NJ"
"9024","C4726",2020,"A",0,"All establishment sizes",42862,711922,37648554840,52883,1017,"Virginia Beach-Norfolk-Newport News, VA-NC","NC"
"9025","C4726",2020,"A",0,"All establishment sizes",42862,711922,37648554840,52883,1017,"Virginia Beach-Chesapeake-Norfolk, VA-NC","NC"
"9026","C4730",2020,"A",0,"All establishment sizes",11797,157273,7147316511,45445,874,"Visalia-Porterville, CA","CA"
"9027","C4730",2020,"A",0,"All establishment sizes",11797,157273,7147316511,45445,874,"Visalia, CA","CA"
"9028","C4738",2020,"A",0,"All establishment sizes",5890,114782,5746804876,50067,963,"Waco, TX","TX"
"9029","C4746",2020,"A",0,"All establishment sizes",2569,28859,1397188398,48414,931,"Walla Walla, WA","WA"
"9030","C4758",2020,"A",0,"All establishment sizes",3618,73501,3568799019,48555,934,"Warner Robins, GA","GA"
"9031","C4790",2020,"A",0,"All establishment sizes",196888,2982474,257108665734,86206,1658,"Washington-Arlington-Alexandria, DC-VA-MD-WV","WV"
"9032","C4794",2020,"A",0,"All establishment sizes",4963,83214,4242215404,50980,980,"Waterloo-Cedar Falls, IA","IA"
"9033","C4806",2020,"A",0,"All establishment sizes",2837,37247,1749500865,46970,903,"Watertown-Fort Drum, NY","NY"
"9034","C4814",2020,"A",0,"All establishment sizes",3618,68425,3452976996,50463,970,"Wausau, WI","WI"
"9035","C4826",2020,"A",0,"All establishment sizes",2501,35382,1540705623,43545,837,"Weirton-Steubenville, WV-OH","OH"
"9036","C4830",2020,"A",0,"All establishment sizes",4818,52765,2389836229,45292,871,"Wenatchee, WA","WA"
"9037","C4830",2020,"A",0,"All establishment sizes",4818,52765,2389836229,45292,871,"Wenatchee-East Wenatchee, WA","WA"
"9038","C4854",2020,"A",0,"All establishment sizes",3660,55997,2664387106,47581,915,"Wheeling, WV-OH","OH"
"9039","C4862",2020,"A",0,"All establishment sizes",15500,281081,14135562035,50290,967,"Wichita, KS","KS"
"9040","C4866",2020,"A",0,"All establishment sizes",3784,55071,2366116584,42965,826,"Wichita Falls, TX","TX"
"9041","C4870",2020,"A",0,"All establishment sizes",3120,47580,2293169300,48196,927,"Williamsport, PA","PA"
"9042","C4890",2020,"A",0,"All establishment sizes",10511,125243,6338304100,50608,973,"Wilmington, NC","NC"
"9043","C4902",2020,"A",0,"All establishment sizes",3859,61401,3163887892,51528,991,"Winchester, VA-WV","WV"
"9044","C4918",2020,"A",0,"All establishment sizes",15111,253080,13077113585,51672,994,"Winston-Salem, NC","NC"
"9045","C4934",2020,"A",0,"All establishment sizes",29633,362095,22209005696,61335,1180,"Worcester, MA-CT","CT"
"9046","C4934",2020,"A",0,"All establishment sizes",29633,362095,22209005696,61335,1180,"Worcester, MA","MA"
"9047","C4942",2020,"A",0,"All establishment sizes",8810,110845,4898224729,44190,850,"Yakima, WA","WA"
"9048","C4962",2020,"A",0,"All establishment sizes",9171,167862,8931799887,53209,1023,"York-Hanover, PA","PA"
"9049","C4966",2020,"A",0,"All establishment sizes",13039,190577,8329963733,43709,841,"Youngstown-Warren-Boardman, OH-PA","PA"
"9050","C4966",2020,"A",0,"All establishment sizes",13039,190577,8329963733,43709,841,"Youngstown-Warren, OH","OH"
"9051","C4970",2020,"A",0,"All establishment sizes",5237,49847,2517379305,50502,971,"Yuba City, CA","CA"
"9052","C4974",2020,"A",0,"All establishment sizes",3319,65963,2949242198,44711,860,"Yuma, AZ","AZ"
"9053","C1018",2021,"A",0,"All establishment sizes",4457,69448,3282547313,47266,909,"Abilene, TX","TX"
"9054","C1042",2021,"A",0,"All establishment sizes",18599,307282,17181805267,55915,1075,"Akron, OH","OH"
"9055","C1050",2021,"A",0,"All establishment sizes",3599,58101,2745488188,47254,909,"Albany, GA","GA"
"9056","C1054",2021,"A",0,"All establishment sizes",3947,47237,2313268217,48972,942,"Albany, OR","OR"
"9057","C1058",2021,"A",0,"All establishment sizes",23874,420988,28388916253,67434,1297,"Albany-Schenectady-Troy, NY","NY"
"9058","C1074",2021,"A",0,"All establishment sizes",25705,371533,20145892228,54224,1043,"Albuquerque, NM","NM"
"9059","C1078",2021,"A",0,"All establishment sizes",4109,58993,2734225026,46348,891,"Alexandria, LA","LA"
"9060","C1090",2021,"A",0,"All establishment sizes",19714,351110,20778885332,59181,1138,"Allentown-Bethlehem-Easton, PA-NJ","NJ"
"9061","C1102",2021,"A",0,"All establishment sizes",3474,56439,2674627477,47390,911,"Altoona, PA","PA"
"9062","C1110",2021,"A",0,"All establishment sizes",7032,116768,6183987626,52960,1018,"Amarillo, TX","TX"
